Timestamp,Voltage (V),Current (A),Power Usage (kW),Frequency (Hz),Fault Indicator,FFT_1,FFT_2,FFT_3,FFT_4,FFT_5,FFT_6,FFT_7,FFT_8,FFT_9,FFT_10,FFT_11,FFT_12,FFT_13,FFT_14,FFT_15,FFT_16,FFT_17,FFT_18,FFT_19,FFT_20,FFT_21,FFT_22,FFT_23,FFT_24,FFT_25,FFT_26,FFT_27,FFT_28,FFT_29,FFT_30,FFT_31,FFT_32,FFT_33,FFT_34,FFT_35,FFT_36,FFT_37,FFT_38,FFT_39,FFT_40,FFT_41,FFT_42,FFT_43,FFT_44,FFT_45,FFT_46,FFT_47,FFT_48,FFT_49,FFT_50,FFT_51,FFT_52,FFT_53,FFT_54,FFT_55,FFT_56,FFT_57,FFT_58,FFT_59,FFT_60,FFT_61,FFT_62,FFT_63,FFT_64,FFT_65,FFT_66,FFT_67,FFT_68,FFT_69,FFT_70,FFT_71,FFT_72,FFT_73,FFT_74,FFT_75,FFT_76,FFT_77,FFT_78,FFT_79,FFT_80,FFT_81,FFT_82,FFT_83,FFT_84,FFT_85,FFT_86,FFT_87,FFT_88,FFT_89,FFT_90,FFT_91,FFT_92,FFT_93,FFT_94,FFT_95,FFT_96,FFT_97,FFT_98,FFT_99,FFT_100,FFT_101,FFT_102,FFT_103,FFT_104,FFT_105,FFT_106,FFT_107,FFT_108,FFT_109,FFT_110,FFT_111,FFT_112,FFT_113,FFT_114,FFT_115,FFT_116,FFT_117,FFT_118,FFT_119,FFT_120,FFT_121,FFT_122,FFT_123,FFT_124,FFT_125,FFT_126,FFT_127,FFT_128
1/1/2024 0:00,216.1843748,16.31255727,3.526519994,50.64433201,2,0.946920236,0.947292668,0.948411737,0.950282793,0.952914819,0.956320545,0.9605166,0.965523721,0.97136701,0.978076259,0.985686342,0.994237683,1.003776824,1.014357088,1.026039379,1.038893121,1.052997387,1.068442228,1.085330272,1.103778638,1.123921235,1.145911547,1.169926016,1.196168181,1.224873766,1.256316998,1.290818484,1.328755142,1.370572818,1.41680248,1.468081228,1.525179878,1.589039645,1.660821627,1.741974633,1.834329789,1.940235138,2.062751444,2.205944325,2.37533295,2.57860278,2.82678334,3.136288194,3.532655835,4.05791308,4.786441114,5.863528503,7.616299801,10.96771698,19.92737495,120.3006399,29.04114736,12.81092702,8.159125388,5.954278761,4.668265845,3.826130985,3.232143979,2.790899331,2.45033895,2.179644968,1.959409859,1.776803153,1.623003049,1.491744416,1.37845527,1.279721107,1.19294049,1.116096712,1.047602316,0.98619072,0.930839099,0.880712495,0.835122622,0.793497065,0.755355925,0.720293896,0.687966357,0.658078461,0.630376502,0.604641018,0.580681238,0.558330579,0.537442964,0.517889794,0.49955745,0.482345199,0.46616346,0.45093233,0.436580345,0.423043431,0.410264005,0.398190205,0.38677523,0.375976772,0.365756522,0.35607974,0.346914883,0.338233279,0.330008839,0.322217807,0.314838535,0.30785129,0.301238077,0.294982483,0.289069542,0.283485608,0.278218244,0.273256124,0.268588941,0.264207325,0.260102771,0.25626757,0.252694748,0.249378011,0.246311694,0.243490713,0.240910526,0.23856709,0.23645683,0.234576605,0.23292368,0.231495701,0.230290674,0.229306943,0.228543174,0.227998347,0.227671738
1/1/2024 0:01,235.567787,14.36361818,3.383605747,49.59512809,2,0.823621499,0.823989875,0.825096777,0.826947552,0.829551182,0.832920392,0.837071809,0.842026162,0.847808547,0.854448751,0.861981637,0.870447622,0.879893237,0.890371794,0.901944185,0.914679823,0.928657766,0.94396805,0.960713291,0.979010589,0.998993839,1.020816508,1.044655019,1.070712893,1.099225837,1.130468057,1.164760142,1.202478989,1.244070424,1.290065395,1.341100982,1.39794798,1.461547583,1.53306087,1.613936628,1.706005965,1.811616904,1.933830189,2.076711421,2.245779752,2.448720625,2.69656355,3.005722079,3.401734689,3.926628188,4.654783752,5.731489938,7.483871295,10.8348898,19.79414034,120.1669891,29.17522302,12.94543629,8.294076978,6.089681365,4.80412813,3.962461596,3.368951527,2.928192389,2.58812605,2.317934589,2.098210426,1.916123025,1.762850513,1.632127678,1.519382447,1.421200216,1.334979438,1.258703285,1.190784166,1.129955354,1.075193867,1.025664573,0.980678997,0.939664523,0.90214103,0.867702976,0.836005481,0.806753423,0.779692799,0.754603829,0.7312954,0.709600564,0.689372853,0.670483254,0.652817702,0.636274996,0.62076505,0.606207431,0.592530114,0.57966843,0.567564167,0.556164801,0.545422836,0.535295231,0.525742911,0.516730334,0.508225119,0.50019772,0.492621139,0.485470679,0.478723715,0.472359508,0.466359024,0.460704787,0.45538074,0.450372126,0.445665378,0.441248024,0.437108602,0.433236583,0.429622302,0.426256894,0.423132246,0.420240939,0.41757621,0.415131912,0.412902477,0.410882885,0.409068638,0.407455735,0.406040648,0.404820308,0.403792085,0.402953776,0.402303595,0.40184016,0.40156249
1/1/2024 0:02,229.0584069,13.66037071,3.129022751,50.59169785,1,0.653021059,0.653398615,0.654533041,0.656429625,0.659097258,0.662548535,0.666799915,0.67187193,0.677789441,0.684581966,0.692284071,0.700935847,0.710583466,0.721279859,0.733085513,0.74606941,0.760310158,0.775897328,0.792933048,0.811533921,0.83183333,0.853984219,0.878162482,0.904571102,0.933445244,0.965058569,0.999731119,1.037839247,1.079828234,1.126228487,1.177676548,1.234942682,1.298967558,1.370911739,1.452223506,1.544733467,1.650789158,1.773450845,1.916783665,2.086306315,2.289703799,2.538005196,2.847623643,3.244097215,3.769452328,4.498069784,5.575237776,7.328080503,10.6795596,19.63926965,120.0125765,29.32917924,13.09893812,8.447126683,6.242281474,4.956281424,4.114171092,3.520220472,3.079024246,2.738524489,2.467903477,2.247753817,2.065245149,1.91155577,1.780420625,1.667267794,1.568682815,1.482064275,1.405395474,1.337088942,1.275878063,1.220739963,1.170839609,1.125488623,1.084114473,1.046237124,1.011451109,0.979411623,0.949823611,0.922433133,0.897020467,0.873394558,0.851388505,0.830855891,0.811667745,0.793710043,0.77688162,0.761092428,0.746262064,0.732318533,0.719197192,0.706839855,0.695194019,0.68421221,0.673851405,0.664072546,0.654840107,0.64612172,0.637887851,0.630111515,0.622768023,0.615834761,0.609290995,0.603117699,0.597297405,0.591814059,0.586652908,0.58180039,0.577244037,0.572972389,0.568974918,0.565241962,0.561764659,0.558534894,0.555545252,0.552788969,0.550259898,0.547952472,0.545861672,0.543982999,0.542312452,0.540846503,0.539582083,0.538516562,0.537647737,0.536973821,0.536493433,0.536205591
1/1/2024 0:03,220.313612,14.76892624,3.253795486,50.58411608,2,0.639771782,0.640151115,0.641290864,0.643196304,0.645876297,0.649343402,0.653614032,0.65870866,0.664652083,0.671473743,0.679208125,0.687895228,0.697581126,0.708318649,0.720168171,0.733198561,0.74748831,0.763126865,0.780216229,0.79887288,0.819230071,0.841440617,0.865680283,0.892151923,0.921090573,0.952769769,0.987509428,1.025685779,1.067743984,1.114214332,1.165733253,1.223070901,1.28716784,1.359184528,1.440569148,1.533152214,1.63928117,1.762016199,1.905422353,2.075018252,2.278488826,2.526863086,2.8365541,3.233099884,3.758526796,4.487215581,5.564454385,7.317367358,10.66891609,19.62869513,120.0020703,29.33961788,13.10930994,8.457432464,6.252522022,4.966457572,4.124283694,3.530270402,3.089012395,2.748451764,2.477770798,2.257562116,2.074995369,1.921248863,1.790057551,1.676849518,1.578210306,1.491538509,1.414817429,1.346459596,1.285198397,1.230010958,1.180062245,1.134663879,1.093243327,1.055320551,1.020490081,0.98840711,0.958776577,0.931344541,0.905891274,0.882225715,0.860180962,0.839610588,0.82038562,0.802392028,0.785528642,0.769705407,0.754841916,0.740866166,0.727713509,0.715325754,0.703650392,0.692639942,0.682251377,0.672445632,0.663187176,0.654443635,0.64618547,0.638385691,0.631019602,0.624064585,0.617499901,0.611306521,0.605466968,0.599965186,0.594786418,0.589917097,0.58534475,0.581057915,0.577046059,0.573299516,0.569809421,0.566567656,0.563566802,0.560800094,0.558261381,0.555945093,0.55384621,0.55196023,0.550283149,0.548811441,0.547542032,0.546472291,0.545600016,0.544923417,0.544441112,0.544152121
1/1/2024 0:04,233.5506355,15.47823092,3.614950668,49.78841819,0,0.259882835,0.260519404,0.262425998,0.265593614,0.270008316,0.275652697,0.282507683,0.290554498,0.299776626,0.310161659,0.321702958,0.334401107,0.348265178,0.363313844,0.379576418,0.397093865,0.415919875,0.436122067,0.457783393,0.481003833,0.505902463,0.532620011,0.561322009,0.592202727,0.625490067,0.661451696,0.700402776,0.74271574,0.788832791,0.83928198,0.894698119,0.955850279,1.023678399,1.0993427,1.184291462,1.280355575,1.389883096,1.51593502,1.662577373,1.83532989,2.041878721,2.29325419,2.605870748,3.005267846,3.533473319,4.264869419,5.344745812,7.100228183,10.45427966,19.4164963,119.7922455,29.54713081,13.31457159,8.660501993,6.453457146,5.165314592,4.321117529,3.725134615,3.281959224,2.939532153,2.667034433,2.445057452,2.260769666,2.105348218,1.972526928,1.857732783,1.75755026,1.669376916,1.591195048,1.521416214,1.458772858,1.402241189,1.35098529,1.304315925,1.261659731,1.222535868,1.186538091,1.15332084,1.122588333,1.094085924,1.067593211,1.042918479,1.019894192,0.998373318,0.978226292,0.95933852,0.941608282,0.924944998,0.909267751,0.89450405,0.880588776,0.867463282,0.855074623,0.843374899,0.832320678,0.821872507,0.811994483,0.802653874,0.793820798,0.785467937,0.777570279,0.770104907,0.763050792,0.75638863,0.750100683,0.744170646,0.738583523,0.733325521,0.728383953,0.723747154,0.7194044,0.715345845,0.711562453,0.708045948,0.704788762,0.701783991,0.699025357,0.696507171,0.694224304,0.692172158,0.690346639,0.68874414,0.687361519,0.686196086,0.685245586,0.684508188,0.68398248,0.683667455
1/1/2024 0:05,204.0878029,14.54573734,2.968607575,49.31658048,1,0.887492506,0.887862158,0.888972891,0.890830049,0.893442613,0.896823308,0.900988758,0.905959689,0.911761196,0.91842306,0.925980142,0.934472855,0.943947724,0.954458056,0.966064737,0.978837175,0.992854419,1.008206501,1.024996025,1.043340086,1.063372567,1.085246927,1.109139579,1.135254032,1.163825981,1.195129621,1.229485526,1.267270581,1.308930598,1.354996507,1.406105374,1.463027977,1.526705491,1.598298976,1.679257201,1.771411252,1.877109131,1.999411559,2.142384113,2.311545921,2.5145824,2.762523033,3.071781341,3.467895776,3.992893112,4.721154493,5.797968443,7.550459477,10.90158953,19.86095347,120.2339174,29.10817776,12.87827237,8.226792723,6.022275151,4.736598382,3.894806784,3.301170175,2.860283073,2.520087401,2.249765296,2.029909235,1.847688744,1.694282013,1.563423894,1.450542383,1.352222942,1.265864098,1.189449096,1.12139042,1.060421422,1.005519198,0.955848699,0.910721537,0.869565179,0.831899596,0.797319334,0.76547961,0.736085394,0.708882783,0.683652096,0.660202321,0.638366614,0.617998613,0.598969412,0.581165055,0.564484451,0.548837628,0.534144267,0.520332457,0.507337646,0.49510174,0.483572332,0.472702047,0.462447964,0.452771128,0.443636117,0.435010671,0.426865366,0.419173323,0.411909965,0.405052786,0.398581165,0.392476186,0.386720487,0.381298125,0.376194454,0.371396016,0.366890448,0.362666389,0.358713413,0.355021951,0.351583234,0.348389238,0.34543263,0.34270673,0.340205468,0.337923349,0.33585542,0.333997246,0.332344882,0.330894853,0.329644136,0.32859014,0.327730698,0.32706405,0.326588837,0.326304094
1/1/2024 0:06,232.3251527,14.78004477,3.433776159,49.82822156,1,0.957977133,0.958350227,0.959471285,0.961345654,0.963982322,0.96739402,0.971597381,0.976613143,0.982466413,0.989186989,0.996809749,1.005375126,1.014929664,1.025526697,1.037227135,1.050100413,1.064225611,1.079692791,1.096604592,1.115078144,1.135247369,1.157265763,1.181309783,1.207582979,1.236321094,1.267798368,1.302335426,1.340309203,1.382165563,1.428435493,1.479756113,1.536898259,1.600803167,1.672631957,1.753833463,1.846238832,1.952196134,2.074766157,2.218014546,2.387460498,2.590789501,2.83903111,3.148598918,3.54503145,4.070355553,4.798952447,5.876110731,7.628954992,10.98044724,19.94018242,120.3135268,29.0281789,12.7978747,8.14598692,5.941051807,4.654948027,3.812719885,3.218637137,2.777294242,2.436633068,2.165835699,1.945494569,1.762779158,1.608867625,1.47749479,1.364088627,1.265234586,1.178331187,1.101361678,1.032738559,0.971195208,0.915708759,0.865444216,0.819713256,0.777943431,0.739654811,0.704442061,0.671960537,0.641915371,0.614052844,0.588153485,0.564026518,0.541505366,0.520443963,0.500713733,0.482201084,0.464805328,0.448436936,0.433016069,0.418471347,0.404738791,0.391760931,0.379486036,0.367867456,0.356863057,0.346434724,0.336547938,0.327171402,0.318276717,0.309838097,0.301832116,0.294237491,0.287034886,0.280206732,0.273737082,0.267611464,0.261816762,0.256341102,0.251173752,0.246305029,0.241726215,0.23742948,0.23340781,0.229654946,0.226165317,0.222933986,0.219956598,0.217229329,0.214748839,0.212512234,0.210517019,0.208761067,0.207242583,0.205960074,0.204912324,0.20409837,0.203517482,0.20316915
1/1/2024 0:07,234.792139,12.93211945,3.036359987,49.88485358,2,0.071756951,0.07383884,0.079778511,0.08885779,0.100305616,0.113505962,0.128033058,0.143614393,0.160085024,0.177352437,0.195373064,0.214137401,0.233660789,0.25397781,0.275139007,0.297209144,0.320266517,0.344403074,0.369725154,0.396354814,0.424431714,0.454115597,0.485589468,0.519063571,0.554780379,0.59302082,0.634112108,0.678437631,0.72644954,0.778684925,0.835786815,0.898531757,0.96786649,1.044957439,1.131258537,1.228605838,1.339352123,1.466562707,1.614307578,1.788110105,1.995659778,2.247989991,2.561518027,2.961785945,3.490823989,4.223016637,5.303655617,7.059868522,10.41462025,19.37750851,119.7539022,29.58485527,13.35170158,8.697060637,6.489466416,5.200795379,4.356089715,3.759617139,3.315970142,2.973088692,2.70015304,2.477753845,2.293058875,2.137244627,2.004044314,1.888884349,1.788348669,1.699834321,1.621323122,1.551226175,1.488275494,1.431446884,1.379904041,1.332957367,1.290033154,1.250650235,1.214402056,1.180942765,1.149976298,1.121247746,1.094536457,1.069650475,1.046422041,1.024703903,1.004366295,0.985294424,0.967386389,0.950551431,0.934708465,0.919784842,0.90571529,0.892441016,0.87990894,0.86807103,0.856883728,0.846307465,0.836306222,0.826847161,0.8179003,0.80943822,0.801435821,0.793870095,0.786719932,0.779965949,0.773590333,0.767576708,0.761910012,0.756576389,0.751563092,0.7468584,0.742451537,0.738332606,0.734492527,0.730922979,0.727616354,0.724565711,0.721764738,0.719207715,0.716889483,0.714805417,0.712951401,0.711323806,0.709919473,0.708735695,0.707770203,0.707021156,0.706487133,0.706167122
1/1/2024 0:08,235.1473809,15.36134563,3.612180193,50.40623595,2,0.59224834,0.592635797,0.593799891,0.595745804,0.598482251,0.602021584,0.606379952,0.611577515,0.617638702,0.624592544,0.632473071,0.641319786,0.651178236,0.66210069,0.674146937,0.687385241,0.701893467,0.717760427,0.735087478,0.75399045,0.774601944,0.797074131,0.821582133,0.848328172,0.877546667,0.909510546,0.944539137,0.983008099,1.025362042,1.072130724,1.123950067,1.181589739,1.245989838,1.318310385,1.399999146,1.492886241,1.599318744,1.722356491,1.86606421,2.035960217,2.23972916,2.488399789,2.798384932,3.19522238,3.720938288,4.449913216,5.527435136,7.280628045,10.6324534,19.5925056,119.9661504,29.37527184,13.14470168,8.492565824,6.287400888,5.001085892,4.158665467,3.564409666,3.122913222,2.782118251,2.511207063,2.29077229,2.107983591,1.954019276,1.822614294,1.709196728,1.610352109,1.523479017,1.446560739,1.378009788,1.316559528,1.261187062,1.211057332,1.165481929,1.123888295,1.08579636,1.050800624,1.018556248,0.988768139,0.961182321,0.935579035,0.911767184,0.889579832,0.86887052,0.849510237,0.831384922,0.814393368,0.798445488,0.78346084,0.76936739,0.756100456,0.743601813,0.731818922,0.720704271,0.710214802,0.70031142,0.690958563,0.682123831,0.673777656,0.665893019,0.658445201,0.651411557,0.644771322,0.638505444,0.632596423,0.627028182,0.621785941,0.616856112,0.612226203,0.607884733,0.603821153,0.600025778,0.596489727,0.593204868,0.590163767,0.587359645,0.58478634,0.58243827,0.580310403,0.578398229,0.576697736,0.575205387,0.573918104,0.57283325,0.571948615,0.571262408,0.570773243,0.570480136
1/1/2024 0:09,221.9125352,14.05590716,3.119181993,49.83751595,1,0.943146904,0.943519119,0.94463754,0.946507514,0.949138025,0.952541802,0.956735473,0.961739774,0.967579806,0.97428536,0.981891307,0.990438071,0.999972191,1.010546988,1.022223363,1.03507074,1.049168186,1.06460575,1.081486058,1.099926225,1.120060157,1.142041334,1.166046193,1.19227827,1.220973284,1.252405458,1.286895394,1.324820006,1.366625133,1.412841739,1.464106918,1.521191481,1.585036635,1.656803473,1.737940798,1.830279728,1.936168301,2.058667273,2.201842254,2.371212406,2.574463183,2.822624101,3.132108716,3.528455514,4.053691301,4.782197256,5.859261935,7.612009882,10.96340306,19.92303637,120.296276,29.04553727,12.81534363,8.163569388,5.958750862,4.672766764,3.830661452,3.236704732,2.795491119,2.454962532,2.184301113,1.964099348,1.781526773,1.6277616,1.496538706,1.383286117,1.284589337,1.197846939,1.121042223,1.052587738,0.991216911,0.935906922,0.885822819,0.840276319,0.798695011,0.760598998,0.725582975,0.693302319,0.663462182,0.635808853,0.610122865,0.586213437,0.563913975,0.543078389,0.523578066,0.505299364,0.488141531,0.472014957,0.45683971,0.442544292,0.42906459,0.416342977,0.404327543,0.392971434,0.382232281,0.37207171,0.362454911,0.353350262,0.344729006,0.336564963,0.328834279,0.3215152,0.314587881,0.308034205,0.301837636,0.295983071,0.290456725,0.285246015,0.280339462,0.275726602,0.271397904,0.267344696,0.263559102,0.260033978,0.25676286,0.253739914,0.25095989,0.248418081,0.246110288,0.244032785,0.242182287,0.240555928,0.239151232,0.237966098,0.236998775,0.236247852,0.235712246,0.235391187
